,Student Roll Number,Student Name,No. of Courses Required,Pref 1,Pref 2,Pref 3,Pref 4,Pref 5,Pref 6,Pref 7,Pref 8,Pref 9,Pref 10,Pref 11,Pref 12,Pref 13,Pref 14,Pref 15,Pref 16,Pref 17,Pref 18,Pref 19,Pref 20,Pref 21,Pref 22,Pref 23,Pref 24,Pref 25,Pref 26,Pref 27,Pref 28,Pref 29,Pref 30
350,18110101, ,2,HS008,HS028,HS025,HS012,HS021,HS011,HS015,HS020,HS027,HS026,HS014,HS010,HS018,HS022,HS007,HS017,HS016,HS030,HS009,HS024,HS001,HS002,HS003,HS004,HS005,HS006,HS013,HS019,HS023,HS029
351,18110102, ,3,HS022,HS020,HS012,HS006,HS017,HS018,HS011,HS023,HS016,HS001,HS002,HS003,HS004,HS005,HS007,HS008,HS009,HS010,HS013,HS014,HS015,HS019,HS021,HS024,HS025,HS026,HS027,HS028,HS029,HS030
352,18110103, ,2,HS023,HS002,HS015,HS027,HS030,HS011,HS012,HS010,HS014,HS029,HS009,HS019,HS022,HS013,HS008,HS005,HS020,HS017,HS016,HS018,HS021,HS001,HS003,HS004,HS006,HS007,HS024,HS025,HS026,HS028
353,18110104, ,2,HS027,HS007,HS015,HS006,HS010,HS014,HS030,HS017,HS011,HS012,HS016,HS028,HS029,HS002,HS001,HS003,HS004,HS005,HS008,HS009,HS013,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026
354,18110105, ,2,HS003,HS015,HS013,HS020,HS008,HS005,HS023,HS001,HS014,HS025,HS028,HS027,HS006,HS029,HS010,HS021,HS026,HS016,HS012,HS007,HS017,HS022,HS004,HS011,HS009,HS024,HS002,HS018,HS019,HS030
355,18110106, ,1,HS014,HS008,HS029,HS030,HS022,HS010,HS025,HS018,HS015,HS006,HS021,HS011,HS023,HS024,HS001,HS002,HS003,HS004,HS005,HS007,HS009,HS012,HS013,HS016,HS017,HS019,HS020,HS026,HS027,HS028
356,18110107, ,1,HS029,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS030
357,18110108, ,1,HS022,HS017,HS025,HS011,HS020,HS007,HS028,HS027,HS002,HS006,HS029,HS019,HS003,HS004,HS008,HS012,HS024,HS010,HS001,HS018,HS005,HS009,HS013,HS014,HS015,HS016,HS021,HS023,HS026,HS030
358,18110109, ,3,HS009,HS024,HS007,HS018,HS013,HS019,HS001,HS026,HS014,HS012,HS023,HS028,HS016,HS006,HS004,HS030,HS022,HS021,HS027,HS020,HS017,HS003,HS005,HS029,HS025,HS002,HS008,HS010,HS011,HS015
359,18110110, ,2,HS006,HS027,HS008,HS013,HS020,HS026,HS029,HS022,HS028,HS014,HS001,HS009,HS025,HS002,HS003,HS004,HS005,HS007,HS010,HS011,HS012,HS015,HS016,HS017,HS018,HS019,HS021,HS023,HS024,HS030
360,18110111, ,1,HS026,HS027,HS007,HS030,HS020,HS003,HS016,HS013,HS025,HS019,HS022,HS001,HS002,HS004,HS005,HS006,HS008,HS009,HS010,HS011,HS012,HS014,HS015,HS017,HS018,HS021,HS023,HS024,HS028,HS029
361,18110112, ,2,HS006,HS025,HS029,HS027,HS009,HS005,HS030,HS028,HS016,HS017,HS021,HS010,HS012,HS018,HS022,HS002,HS008,HS014,HS024,HS023,HS019,HS013,HS026,HS007,HS001,HS015,HS003,HS004,HS011,HS020
362,18110113, ,1,HS005,HS010,HS028,HS018,HS008,HS029,HS004,HS026,HS027,HS015,HS021,HS013,HS003,HS024,HS030,HS020,HS025,HS002,HS023,HS014,HS001,HS006,HS011,HS012,HS022,HS007,HS009,HS016,HS017,HS019
363,18110114, ,1,HS027,HS005,HS016,HS006,HS019,HS001,HS002,HS003,HS004,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS017,HS018,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS028,HS029,HS030
364,18110115, ,1,HS001,HS017,HS015,HS024,HS023,HS019,HS027,HS014,HS025,HS016,HS020,HS011,HS002,HS004,HS028,HS029,HS018,HS021,HS026,HS005,HS007,HS022,HS010,HS006,HS003,HS008,HS009,HS012,HS013,HS030
365,18110116, ,3,HS024,HS011,HS020,HS008,HS017,HS015,HS014,HS025,HS026,HS027,HS002,HS028,HS006,HS007,HS001,HS019,HS013,HS023,HS004,HS009,HS005,HS010,HS016,HS030,HS029,HS022,HS018,HS012,HS003,HS021
366,18110117, ,3,HS028,HS007,HS016,HS006,HS029,HS002,HS013,HS022,HS014,HS001,HS003,HS004,HS005,HS008,HS009,HS010,HS011,HS012,HS015,HS017,HS018,HS019,HS020,HS021,HS023,HS024,HS025,HS026,HS027,HS030
367,18110118, ,2,HS001,HS008,HS015,HS021,HS030,HS011,HS018,HS010,HS002,HS003,HS004,HS005,HS006,HS007,HS009,HS012,HS013,HS014,HS016,HS017,HS019,HS020,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029
368,18110119, ,3,HS003,HS022,HS007,HS021,HS020,HS024,HS002,HS005,HS016,HS025,HS004,HS029,HS008,HS015,HS023,HS028,HS019,HS014,HS017,HS012,HS001,HS006,HS009,HS010,HS011,HS013,HS018,HS026,HS027,HS030
369,18110120, ,2,HS015,HS007,HS008,HS001,HS002,HS003,HS004,HS005,HS006,HS009,HS010,HS011,HS012,HS013,HS014,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
370,18110121, ,3,HS006,HS011,HS019,HS001,HS002,HS026,HS016,HS022,HS007,HS004,HS028,HS029,HS018,HS030,HS015,HS020,HS003,HS014,HS023,HS017,HS005,HS024,HS012,HS021,HS013,HS025,HS008,HS010,HS009,HS027
371,18110122, ,1,HS022,HS010,HS003,HS005,HS008,HS015,HS007,HS029,HS020,HS023,HS009,HS019,HS011,HS001,HS030,HS004,HS026,HS002,HS006,HS012,HS013,HS014,HS016,HS017,HS018,HS021,HS024,HS025,HS027,HS028
372,18110123, ,3,HS001,HS026,HS009,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS027,HS028,HS029,HS030
373,18110124, ,2,HS004,HS008,HS028,HS025,HS015,HS011,HS020,HS019,HS022,HS014,HS012,HS026,HS003,HS009,HS018,HS013,HS006,HS002,HS021,HS023,HS029,HS027,HS017,HS005,HS001,HS007,HS010,HS016,HS024,HS030
374,18110125, ,2,HS005,HS016,HS004,HS015,HS001,HS018,HS023,HS007,HS022,HS019,HS024,HS012,HS029,HS017,HS002,HS003,HS006,HS008,HS009,HS010,HS011,HS013,HS014,HS020,HS021,HS025,HS026,HS027,HS028,HS030
375,18110126, ,1,HS007,HS001,HS022,HS002,HS003,HS004,HS005,HS006,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
376,18110127, ,1,HS016,HS014,HS029,HS008,HS020,HS003,HS023,HS002,HS025,HS013,HS004,HS001,HS005,HS006,HS007,HS009,HS010,HS011,HS012,HS015,HS017,HS018,HS019,HS021,HS022,HS024,HS026,HS027,HS028,HS030
377,18110128, ,1,HS012,HS001,HS023,HS029,HS014,HS030,HS006,HS026,HS013,HS018,HS003,HS022,HS017,HS004,HS009,HS028,HS025,HS010,HS024,HS002,HS021,HS016,HS015,HS008,HS019,HS005,HS007,HS011,HS020,HS027
378,18110129, ,3,HS003,HS024,HS020,HS006,HS019,HS015,HS002,HS001,HS004,HS005,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS016,HS017,HS018,HS021,HS022,HS023,HS025,HS026,HS027,HS028,HS029,HS030
379,18110130, ,3,HS019,HS011,HS027,HS030,HS007,HS005,HS017,HS013,HS025,HS004,HS008,HS023,HS002,HS001,HS003,HS006,HS009,HS010,HS012,HS014,HS015,HS016,HS018,HS020,HS021,HS022,HS024,HS026,HS028,HS029
380,18110131, ,3,HS008,HS020,HS016,HS022,HS004,HS001,HS009,HS018,HS023,HS005,HS010,HS003,HS011,HS012,HS030,HS015,HS025,HS028,HS017,HS002,HS006,HS007,HS013,HS014,HS019,HS021,HS024,HS026,HS027,HS029
381,18110132, ,3,HS005,HS026,HS017,HS001,HS002,HS003,HS004,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS027,HS028,HS029,HS030
382,18110133, ,2,HS025,HS026,HS010,HS018,HS016,HS021,HS028,HS017,HS011,HS007,HS014,HS002,HS019,HS022,HS004,HS005,HS013,HS001,HS003,HS006,HS008,HS009,HS012,HS015,HS020,HS023,HS024,HS027,HS029,HS030
383,18110134, ,1,HS007,HS020,HS028,HS018,HS003,HS021,HS017,HS010,HS008,HS009,HS016,HS001,HS002,HS004,HS005,HS006,HS011,HS012,HS013,HS014,HS015,HS019,HS022,HS023,HS024,HS025,HS026,HS027,HS029,HS030
384,18110135, ,3,HS019,HS014,HS015,HS009,HS013,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS010,HS011,HS012,HS016,HS017,HS018,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
385,18110136, ,1,HS025,HS011,HS022,HS018,HS001,HS027,HS013,HS004,HS017,HS005,HS026,HS002,HS003,HS006,HS007,HS008,HS009,HS010,HS012,HS014,HS015,HS016,HS019,HS020,HS021,HS023,HS024,HS028,HS029,HS030
386,18110137, ,3,HS017,HS019,HS004,HS014,HS010,HS007,HS006,HS022,HS011,HS012,HS013,HS026,HS001,HS002,HS003,HS005,HS008,HS009,HS015,HS016,HS018,HS020,HS021,HS023,HS024,HS025,HS027,HS028,HS029,HS030
387,18110138, ,3,HS017,HS024,HS020,HS022,HS015,HS018,HS010,HS028,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS011,HS012,HS013,HS014,HS016,HS019,HS021,HS023,HS025,HS026,HS027,HS029,HS030
388,18110139, ,1,HS001,HS029,HS021,HS005,HS024,HS014,HS026,HS018,HS015,HS019,HS003,HS027,HS016,HS004,HS011,HS017,HS022,HS023,HS030,HS028,HS008,HS002,HS006,HS007,HS009,HS010,HS012,HS013,HS020,HS025
389,18110140, ,2,HS010,HS009,HS028,HS030,HS021,HS007,HS016,HS004,HS008,HS027,HS003,HS001,HS005,HS026,HS006,HS011,HS020,HS023,HS015,HS024,HS022,HS017,HS018,HS029,HS012,HS014,HS019,HS025,HS002,HS013
390,18110141, ,1,HS004,HS022,HS023,HS029,HS001,HS002,HS003,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS024,HS025,HS026,HS027,HS028,HS030
391,18110142, ,1,HS024,HS006,HS010,HS029,HS020,HS021,HS007,HS015,HS002,HS017,HS022,HS026,HS028,HS003,HS008,HS025,HS012,HS001,HS004,HS005,HS009,HS011,HS013,HS014,HS016,HS018,HS019,HS023,HS027,HS030
392,18110143, ,2,HS015,HS019,HS021,HS016,HS002,HS018,HS013,HS025,HS012,HS009,HS010,HS020,HS011,HS027,HS005,HS001,HS017,HS014,HS003,HS028,HS007,HS006,HS004,HS008,HS022,HS023,HS024,HS029,HS030,HS026
393,18110144, ,3,HS025,HS024,HS019,HS009,HS017,HS014,HS016,HS012,HS010,HS007,HS029,HS003,HS002,HS015,HS018,HS008,HS023,HS027,HS028,HS001,HS005,HS013,HS011,HS021,HS026,HS004,HS022,HS006,HS020,HS030
394,18110145, ,2,HS006,HS012,HS019,HS007,HS017,HS003,HS001,HS002,HS004,HS005,HS008,HS009,HS010,HS011,HS013,HS014,HS015,HS016,HS018,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
395,18110146, ,1,HS026,HS019,HS021,HS027,HS007,HS008,HS014,HS009,HS025,HS001,HS018,HS029,HS016,HS022,HS005,HS020,HS030,HS015,HS011,HS010,HS023,HS028,HS012,HS013,HS006,HS003,HS002,HS004,HS017,HS024
396,18110147, ,2,HS002,HS015,HS024,HS027,HS012,HS014,HS019,HS018,HS013,HS001,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS016,HS017,HS020,HS021,HS022,HS023,HS025,HS026,HS028,HS029,HS030
397,18110148, ,3,HS011,HS026,HS023,HS007,HS016,HS024,HS015,HS004,HS003,HS013,HS005,HS012,HS017,HS006,HS025,HS002,HS028,HS008,HS001,HS009,HS010,HS014,HS018,HS019,HS020,HS021,HS022,HS027,HS029,HS030
398,18110149, ,1,HS002,HS010,HS020,HS018,HS015,HS028,HS016,HS023,HS017,HS027,HS009,HS004,HS013,HS026,HS025,HS001,HS003,HS005,HS006,HS007,HS008,HS011,HS012,HS014,HS019,HS021,HS022,HS024,HS029,HS030
399,18110150, ,2,HS014,HS029,HS008,HS015,HS022,HS016,HS024,HS019,HS011,HS018,HS026,HS017,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS009,HS010,HS012,HS013,HS020,HS021,HS023,HS025,HS027,HS028,HS030
400,18110151, ,1,HS022,HS029,HS016,HS023,HS008,HS019,HS009,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS010,HS011,HS012,HS013,HS014,HS015,HS017,HS018,HS020,HS021,HS024,HS025,HS026,HS027,HS028,HS030
401,18110152, ,1,HS012,HS026,HS013,HS020,HS022,HS002,HS023,HS017,HS011,HS015,HS007,HS018,HS016,HS024,HS029,HS021,HS025,HS005,HS001,HS014,HS010,HS028,HS030,HS004,HS019,HS009,HS003,HS006,HS008,HS027
402,18110153, ,3,HS003,HS019,HS014,HS006,HS030,HS028,HS025,HS010,HS021,HS018,HS012,HS022,HS016,HS027,HS001,HS002,HS004,HS005,HS007,HS008,HS009,HS011,HS013,HS015,HS017,HS020,HS023,HS024,HS026,HS029
403,18110154, ,3,HS014,HS021,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS015,HS016,HS017,HS018,HS019,HS020,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
404,18110155, ,1,HS024,HS007,HS011,HS009,HS016,HS014,HS010,HS005,HS001,HS002,HS003,HS004,HS006,HS008,HS012,HS013,HS015,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS025,HS026,HS027,HS028,HS029,HS030
405,18110156, ,1,HS016,HS019,HS023,HS008,HS015,HS027,HS022,HS018,HS021,HS004,HS014,HS030,HS010,HS006,HS012,HS025,HS003,HS007,HS029,HS005,HS011,HS024,HS001,HS009,HS002,HS013,HS017,HS020,HS026,HS028
406,18110157, ,1,HS010,HS005,HS021,HS006,HS016,HS011,HS002,HS003,HS028,HS029,HS001,HS023,HS017,HS004,HS007,HS008,HS009,HS012,HS013,HS014,HS015,HS018,HS019,HS020,HS022,HS024,HS025,HS026,HS027,HS030
407,18110158, ,1,HS009,HS004,HS024,HS006,HS027,HS003,HS019,HS021,HS005,HS012,HS026,HS007,HS023,HS025,HS011,HS028,HS001,HS002,HS008,HS010,HS013,HS014,HS015,HS016,HS017,HS018,HS020,HS022,HS029,HS030
408,18110159, ,1,HS022,HS017,HS024,HS018,HS006,HS010,HS002,HS013,HS008,HS012,HS029,HS007,HS027,HS023,HS001,HS019,HS016,HS014,HS026,HS020,HS021,HS030,HS004,HS028,HS009,HS005,HS003,HS015,HS011,HS025
409,18110160, ,1,HS029,HS018,HS002,HS014,HS017,HS023,HS020,HS019,HS016,HS007,HS013,HS022,HS004,HS003,HS001,HS028,HS008,HS009,HS021,HS005,HS006,HS010,HS011,HS012,HS015,HS024,HS025,HS026,HS027,HS030
410,18110161, ,3,HS003,HS023,HS001,HS009,HS018,HS027,HS030,HS012,HS015,HS026,HS007,HS020,HS021,HS024,HS013,HS002,HS004,HS010,HS019,HS022,HS005,HS006,HS008,HS011,HS014,HS016,HS017,HS025,HS028,HS029
411,18110162, ,2,HS004,HS024,HS008,HS013,HS005,HS007,HS028,HS011,HS019,HS001,HS002,HS003,HS006,HS009,HS010,HS012,HS014,HS015,HS016,HS017,HS018,HS020,HS021,HS022,HS023,HS025,HS026,HS027,HS029,HS030
412,18110163, ,2,HS015,HS018,HS006,HS001,HS008,HS022,HS026,HS010,HS019,HS007,HS028,HS021,HS020,HS012,HS002,HS003,HS004,HS005,HS009,HS011,HS013,HS014,HS016,HS017,HS023,HS024,HS025,HS027,HS029,HS030
413,18110164, ,2,HS005,HS007,HS024,HS026,HS009,HS030,HS022,HS015,HS003,HS004,HS028,HS014,HS012,HS020,HS001,HS027,HS010,HS011,HS016,HS023,HS002,HS006,HS008,HS013,HS017,HS018,HS019,HS021,HS025,HS029
414,18110165, ,3,HS023,HS002,HS017,HS003,HS006,HS024,HS013,HS008,HS027,HS029,HS014,HS010,HS005,HS011,HS001,HS025,HS015,HS022,HS016,HS026,HS018,HS019,HS012,HS021,HS004,HS007,HS020,HS009,HS028,HS030
415,18110166, ,2,HS022,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
416,18110167, ,3,HS001,HS020,HS003,HS006,HS030,HS015,HS005,HS014,HS007,HS027,HS010,HS002,HS023,HS013,HS009,HS028,HS029,HS019,HS018,HS021,HS011,HS024,HS022,HS026,HS004,HS008,HS025,HS012,HS016,HS017
417,18110168, ,3,HS007,HS009,HS023,HS016,HS021,HS011,HS027,HS002,HS017,HS003,HS010,HS005,HS004,HS025,HS015,HS022,HS026,HS018,HS028,HS001,HS006,HS008,HS012,HS013,HS014,HS019,HS020,HS024,HS029,HS030
418,18110169, ,2,HS007,HS004,HS003,HS028,HS021,HS001,HS002,HS005,HS006,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS022,HS023,HS024,HS025,HS026,HS027,HS029,HS030
419,18110170, ,2,HS029,HS005,HS017,HS021,HS012,HS022,HS003,HS010,HS008,HS007,HS015,HS016,HS011,HS014,HS001,HS002,HS004,HS006,HS009,HS013,HS018,HS019,HS020,HS023,HS024,HS025,HS026,HS027,HS028,HS030
420,18110171, ,3,HS006,HS005,HS016,HS021,HS008,HS004,HS029,HS027,HS001,HS018,HS003,HS020,HS025,HS007,HS017,HS010,HS009,HS011,HS026,HS013,HS002,HS012,HS014,HS015,HS019,HS022,HS023,HS024,HS028,HS030
421,18110172, ,3,HS025,HS016,HS023,HS030,HS006,HS013,HS007,HS024,HS004,HS019,HS011,HS009,HS026,HS008,HS021,HS010,HS002,HS017,HS028,HS027,HS003,HS029,HS022,HS020,HS001,HS005,HS012,HS014,HS015,HS018
422,18110173, ,2,HS018,HS004,HS012,HS015,HS014,HS021,HS017,HS019,HS005,HS025,HS028,HS001,HS002,HS003,HS006,HS007,HS008,HS009,HS010,HS011,HS013,HS016,HS020,HS022,HS023,HS024,HS026,HS027,HS029,HS030
423,18110174, ,1,HS029,HS030,HS021,HS027,HS025,HS001,HS002,HS003,HS028,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS022,HS023,HS024,HS026
424,18110175, ,2,HS009,HS011,HS023,HS008,HS007,HS026,HS006,HS021,HS004,HS027,HS024,HS012,HS010,HS018,HS015,HS017,HS005,HS003,HS028,HS019,HS030,HS001,HS002,HS014,HS013,HS016,HS020,HS022,HS025,HS029
425,18110176, ,2,HS001,HS003,HS002,HS008,HS015,HS006,HS024,HS018,HS011,HS016,HS022,HS029,HS007,HS027,HS023,HS021,HS019,HS009,HS010,HS004,HS005,HS012,HS013,HS014,HS017,HS020,HS025,HS026,HS028,HS030
426,18110177, ,3,HS002,HS015,HS014,HS029,HS016,HS007,HS011,HS021,HS019,HS020,HS010,HS017,HS025,HS005,HS013,HS001,HS030,HS027,HS012,HS018,HS008,HS023,HS006,HS003,HS004,HS009,HS022,HS024,HS026,HS028
427,18110178, ,1,HS016,HS027,HS006,HS021,HS030,HS019,HS001,HS002,HS003,HS004,HS005,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS017,HS018,HS020,HS022,HS023,HS024,HS025,HS026,HS028,HS029
428,18110179, ,1,HS022,HS028,HS001,HS003,HS009,HS018,HS007,HS002,HS004,HS005,HS006,HS008,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS019,HS020,HS021,HS023,HS024,HS025,HS026,HS027,HS029,HS030
429,18110180, ,2,HS008,HS020,HS004,HS015,HS028,HS016,HS007,HS001,HS026,HS019,HS022,HS023,HS003,HS011,HS006,HS027,HS012,HS002,HS005,HS009,HS010,HS013,HS014,HS017,HS018,HS021,HS024,HS025,HS029,HS030
430,18110181, ,2,HS012,HS030,HS011,HS008,HS022,HS016,HS020,HS017,HS007,HS005,HS029,HS026,HS001,HS015,HS023,HS013,HS028,HS024,HS010,HS009,HS006,HS003,HS019,HS004,HS027,HS002,HS014,HS018,HS021,HS025
431,18110182, ,3,HS016,HS026,HS029,HS022,HS001,HS010,HS004,HS019,HS005,HS027,HS030,HS008,HS009,HS002,HS015,HS012,HS018,HS007,HS011,HS023,HS003,HS006,HS013,HS014,HS017,HS020,HS021,HS024,HS025,HS028
432,18110183, ,3,HS028,HS025,HS021,HS018,HS002,HS030,HS006,HS029,HS020,HS017,HS016,HS011,HS005,HS024,HS009,HS013,HS003,HS015,HS008,HS027,HS026,HS004,HS010,HS019,HS022,HS012,HS014,HS001,HS007,HS023
433,18110184, ,3,HS010,HS027,HS003,HS011,HS002,HS001,HS018,HS016,HS004,HS005,HS006,HS007,HS008,HS009,HS012,HS013,HS014,HS015,HS017,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS028,HS029,HS030
434,18110185, ,2,HS004,HS002,HS027,HS001,HS022,HS023,HS008,HS026,HS030,HS010,HS007,HS011,HS020,HS021,HS029,HS018,HS013,HS015,HS003,HS005,HS006,HS009,HS012,HS014,HS016,HS017,HS019,HS024,HS025,HS028
435,18110186, ,3,HS011,HS003,HS010,HS014,HS028,HS027,HS025,HS023,HS001,HS015,HS016,HS013,HS024,HS002,HS019,HS008,HS029,HS018,HS012,HS009,HS030,HS020,HS007,HS004,HS017,HS005,HS021,HS006,HS022,HS026
436,18110187, ,1,HS011,HS028,HS017,HS010,HS003,HS001,HS022,HS007,HS027,HS016,HS020,HS002,HS004,HS005,HS006,HS008,HS009,HS012,HS013,HS014,HS015,HS018,HS019,HS021,HS023,HS024,HS025,HS026,HS029,HS030
437,18110188, ,3,HS023,HS013,HS001,HS026,HS004,HS024,HS003,HS008,HS027,HS007,HS019,HS028,HS006,HS011,HS005,HS016,HS021,HS029,HS020,HS002,HS010,HS025,HS022,HS009,HS030,HS012,HS014,HS015,HS017,HS018
438,18110189, ,3,HS021,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
439,18110190, ,1,HS011,HS010,HS023,HS022,HS001,HS003,HS016,HS002,HS004,HS005,HS006,HS007,HS008,HS009,HS012,HS013,HS014,HS015,HS017,HS018,HS019,HS020,HS021,HS024,HS025,HS026,HS027,HS028,HS029,HS030
440,18110191, ,2,HS016,HS019,HS014,HS011,HS004,HS001,HS002,HS003,HS005,HS006,HS007,HS008,HS009,HS010,HS012,HS013,HS015,HS017,HS018,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
441,18110192, ,2,HS012,HS018,HS005,HS014,HS001,HS002,HS003,HS004,HS006,HS007,HS008,HS009,HS010,HS011,HS013,HS015,HS016,HS017,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
442,18110193, ,3,HS025,HS004,HS011,HS020,HS012,HS022,HS010,HS023,HS015,HS026,HS024,HS017,HS008,HS013,HS030,HS005,HS009,HS021,HS002,HS029,HS018,HS001,HS003,HS006,HS007,HS014,HS016,HS019,HS027,HS028
443,18110194, ,3,HS002,HS022,HS004,HS017,HS028,HS007,HS013,HS030,HS001,HS021,HS003,HS005,HS006,HS008,HS009,HS010,HS011,HS012,HS014,HS015,HS016,HS018,HS019,HS020,HS023,HS024,HS025,HS026,HS027,HS029
444,18110195, ,2,HS003,HS030,HS015,HS011,HS012,HS004,HS002,HS020,HS013,HS010,HS025,HS006,HS005,HS016,HS001,HS007,HS008,HS009,HS014,HS017,HS018,HS019,HS021,HS022,HS023,HS024,HS026,HS027,HS028,HS029
445,18110196, ,1,HS004,HS020,HS018,HS024,HS023,HS013,HS005,HS019,HS021,HS014,HS030,HS001,HS025,HS022,HS028,HS017,HS027,HS010,HS016,HS003,HS008,HS009,HS011,HS026,HS012,HS002,HS006,HS007,HS015,HS029
446,18110197, ,1,HS005,HS011,HS024,HS006,HS007,HS017,HS029,HS009,HS021,HS030,HS019,HS027,HS023,HS002,HS018,HS020,HS010,HS001,HS014,HS013,HS012,HS008,HS028,HS026,HS004,HS003,HS015,HS025,HS016,HS022
447,18110198, ,1,HS006,HS001,HS002,HS003,HS004,HS005,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
448,18110199, ,3,HS008,HS020,HS011,HS003,HS005,HS015,HS014,HS001,HS002,HS004,HS006,HS007,HS009,HS010,HS012,HS013,HS016,HS017,HS018,HS019,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
449,18110200, ,2,HS027,HS002,HS007,HS003,HS005,HS025,HS006,HS014,HS015,HS001,HS008,HS016,HS009,HS029,HS012,HS019,HS010,HS018,HS028,HS021,HS026,HS011,HS022,HS004,HS030,HS013,HS017,HS020,HS023,HS024
450,18110201, ,2,HS030,HS012,HS025,HS023,HS019,HS029,HS021,HS014,HS006,HS004,HS027,HS017,HS002,HS005,HS026,HS003,HS011,HS008,HS009,HS013,HS018,HS001,HS010,HS016,HS024,HS020,HS007,HS015,HS022,HS028
451,18110202, ,2,HS018,HS021,HS010,HS003,HS019,HS001,HS028,HS007,HS020,HS006,HS011,HS017,HS005,HS015,HS023,HS009,HS012,HS008,HS004,HS002,HS030,HS013,HS014,HS029,HS022,HS027,HS016,HS026,HS024,HS025
452,18110203, ,1,HS024,HS020,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS021,HS022,HS023,HS025,HS026,HS027,HS028,HS029,HS030
453,18110204, ,2,HS011,HS022,HS019,HS021,HS002,HS024,HS016,HS007,HS028,HS005,HS003,HS026,HS030,HS015,HS001,HS004,HS006,HS008,HS009,HS010,HS012,HS013,HS014,HS017,HS018,HS020,HS023,HS025,HS027,HS029
454,18110205, ,2,HS015,HS011,HS024,HS012,HS005,HS009,HS030,HS002,HS028,HS027,HS023,HS013,HS007,HS003,HS010,HS001,HS006,HS026,HS017,HS022,HS016,HS025,HS004,HS008,HS014,HS018,HS019,HS020,HS021,HS029
455,18110206, ,2,HS015,HS007,HS005,HS010,HS030,HS006,HS018,HS028,HS001,HS021,HS008,HS026,HS019,HS011,HS020,HS004,HS023,HS013,HS027,HS012,HS002,HS003,HS009,HS014,HS016,HS017,HS022,HS024,HS025,HS029
